trial number,data_type,L1,Excerpt1,L2,Excerpt2,Stimulus1,Stimulus2,time_elapsed,timestamp,rt,response
66,trial,Du,38,Ta,4,soundFiles/Dutch/normalized/common_voice_nl_17695459.wav,soundFiles/Tamil/normalized/common_voice_ta_19093464.wav,1257727,Tue Jun 22 2021 14:58:20 GMT+0100 (British Summer Time),4040.5999999996284,7
67,trial,Ge,45,Ge,11,soundFiles/German/normalized/common_voice_de_18339255.wav,soundFiles/German/normalized/common_voice_de_17556480.wav,1271270,Tue Jun 22 2021 14:58:33 GMT+0100 (British Summer Time),1091.6000000014901,1
68,trial,Sp,48,En,31,soundFiles/Spanish/normalized/common_voice_es_18465243.wav,soundFiles/English/normalized/common_voice_en_25848.wav,1283473,Tue Jun 22 2021 14:58:45 GMT+0100 (British Summer Time),2157.0999999996275,1
69,trial,Sp,2,En,9,soundFiles/Spanish/normalized/common_voice_es_18311218.wav,soundFiles/English/normalized/common_voice_en_20568.wav,1292804,Tue Jun 22 2021 14:58:55 GMT+0100 (British Summer Time),903.9000000003723,1
70,trial,It,15,Ja,31,soundFiles/Italian/normalized/common_voice_it_17416767.wav,soundFiles/Japanese/normalized/common_voice_ja_21567400.wav,1304105,Tue Jun 22 2021 14:59:06 GMT+0100 (British Summer Time),1427.6999999992552,1
71,trial,Sp,8,It,35,soundFiles/Spanish/normalized/common_voice_es_18318093.wav,soundFiles/Italian/normalized/common_voice_it_17429586.wav,1317546,Tue Jun 22 2021 14:59:19 GMT+0100 (British Summer Time),2056.199999999255,7
72,trial,Ta,6,En,46,soundFiles/Tamil/normalized/common_voice_ta_19159402.wav,soundFiles/English/normalized/common_voice_en_35165.wav,1328460,Tue Jun 22 2021 14:59:30 GMT+0100 (British Summer Time),1775.2000000011176,1
73,trial,Ta,31,Ta,23,soundFiles/Tamil/normalized/common_voice_ta_19528797.wav,soundFiles/Tamil/normalized/common_voice_ta_19346692.wav,1340074,Tue Jun 22 2021 14:59:42 GMT+0100 (British Summer Time),3497.199999999255,7
74,trial,Ta,9,Ge,13,soundFiles/Tamil/normalized/common_voice_ta_19171568.wav,soundFiles/German/normalized/common_voice_de_17631604.wav,1350789,Tue Jun 22 2021 14:59:53 GMT+0100 (British Summer Time),2000.4000000003725,1
75,trial,Ja,8,Du,22,soundFiles/Japanese/normalized/common_voice_ja_19620105.wav,soundFiles/Dutch/normalized/common_voice_nl_17694749.wav,1360628,Tue Jun 22 2021 15:00:03 GMT+0100 (British Summer Time),1527.4000000003725,1
76,trial,Ta,44,Ta,2,soundFiles/Tamil/normalized/common_voice_ta_19819844.wav,soundFiles/Tamil/normalized/common_voice_ta_19083933.wav,1372000,Tue Jun 22 2021 15:00:14 GMT+0100 (British Summer Time),3611.5999999996284,7
77,trial,Ge,12,Ge,30,soundFiles/German/normalized/common_voice_de_17565482.wav,soundFiles/German/normalized/common_voice_de_18211540.wav,1383946,Tue Jun 22 2021 15:00:26 GMT+0100 (British Summer Time),1810.2999999988824,1
